x,y,w,h,Cx,Cy,W,H,distance,angle,x_center,y2,person,y_low,angle_rad
848.5281229019165,848.5281229019165,0.008047,0.053883,3408.1582080000007,1410.772608,43.260672,144.837504,1200.0,45.0,720.1582080000007,1204.80864,8,0.4482175,0.7853982
123.60680103302002,380.42261600494385,0.021619000000000003,0.142834,2911.2168960000004,1550.016384,116.22374400000001,383.93779199999994,400.0,18.0,223.21689600000036,946.0147200000001,4,0.35194000000000003,0.31415927
154.50850129127502,475.5282700061798,0.016794,0.11648200000000002,2901.846528,1514.6396160000002,90.284544,313.10361600000005,500.0,18.0,213.84652800000003,1016.8085759999999,4,0.378277,0.31415927
447.3543167114258,663.2300853729248,0.011062,0.068718,3138.9388799999997,1450.5684479999995,59.469312,184.713984,800.0,34.0,450.9388799999997,1145.0745600000005,4,0.4259950000000002,0.5934119
0.0,100.0,0.086961,0.292015,2681.806848,1936.5615360000002,467.50233599999996,784.93632,100.0,0.0,-6.193151999999827,358.97030399999994,7,0.13354549999999998,0.0
353.5533845424652,353.5533845424652,0.017579,0.10947599999999999,3331.8673919999997,1515.002496,94.504704,294.271488,500.0,45.0,643.8673919999997,1025.86176,2,0.381645,0.7853982
282.84270763397217,282.84270763397217,0.022789,0.13497,3343.216128000001,1551.39264,122.513664,362.79936000000004,400.0,45.0,655.2161280000009,955.20768,2,0.35536,0.7853982
70.71067690849304,70.71067690849304,0.091895,0.360086,3344.59776,1874.35584,494.02752000000004,967.9111680000001,100.0,45.0,656.5977600000001,329.688576,8,0.12265200000000001,0.7853982
1118.3857917785645,1658.075213432312,0.004972606106017848,0.028841115414905184,3242.522039650614,1386.2783254557892,26.732730425951953,77.52491823526513,2000.0,34.0,554.5220396506138,1262.9592154265783,1,0.4698508985961973,0.5934119
0.0,1000.0,0.008645,0.05943400000000001,2725.476096,1445.5338239999999,46.47552,159.75859200000002,1000.0,0.0,37.47609599999987,1162.58688,7,0.43251,0.0
0.0,1000.0,0.010752,0.059305,2759.2481279999997,1432.889472,57.802752,159.41183999999998,1000.0,0.0,71.24812799999972,1175.4046079999998,6,0.43727849999999996,0.0
309.01700258255005,951.0565400123596,0.00884,0.05745599999999999,2900.8197120000004,1433.3894400000001,47.52384000000001,154.44172799999998,1000.0,18.0,212.81971200000044,1177.389696,1,0.438017,0.31415927
282.84270763397217,282.84270763397217,0.019555,0.147233,3364.306176,1533.8830079999998,105.12768,395.76230400000003,400.0,45.0,676.306176,956.2358400000003,3,0.35574250000000013,0.7853982
353.5533845424652,353.5533845424652,0.013485,0.122458,3316.26624,1495.955328,72.49536,329.167104,500.0,45.0,628.2662399999999,1027.46112,3,0.38223999999999997,0.7853982
447.3543167114258,663.2300853729248,0.012226,0.070234,3146.2018559999997,1453.984896,65.72697600000001,188.788992,800.0,34.0,458.2018559999997,1139.6206080000002,5,0.42396600000000007,0.5934119
0.0,100.0,0.092896,0.33222699999999994,2711.826432,1860.899712,499.408896,893.0261759999999,100.0,0.0,23.82643199999984,380.58719999999994,6,0.14158749999999998,0.0
154.50850129127502,475.5282700061798,0.020562,0.09865,2916.0552960000005,1529.0150399999998,110.541312,265.1712,500.0,18.0,228.05529600000045,1026.3993600000003,5,0.3818450000000001,0.31415927
559.1928958892822,829.037606716156,0.01031,0.05919499999999999,3243.8784,1426.056576,55.426559999999995,159.11615999999998,1000.0,34.0,555.8784,1182.385344,8,0.43987550000000003,0.5934119
123.60680103302002,380.42261600494385,0.024340999999999998,0.139603,2926.699776000001,1547.9708160000002,130.857216,375.252864,400.0,18.0,238.69977600000084,952.4027519999997,5,0.3543164999999999,0.31415927
167.75786876678467,248.7112820148468,0.035881,0.173032,3266.3823359999997,1600.970112,192.89625600000002,465.110016,300.0,34.0,578.3823359999997,854.47488,6,0.317885,0.5934119
111.83857917785645,165.8075213432312,0.05435700000000001,0.233486,3263.7158400000003,1702.751232,292.22323200000005,627.610368,200.0,34.0,575.7158400000003,671.4435839999999,6,0.24979299999999996,0.5934119
